City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
414,villa tupac amaru,-13.7,-76.15,292.75,77,15,3.09,PE,1684504243
415,kegeyli shahar,42.7767,59.6078,297.2,33,49,6.6,UZ,1684504243
416,haenam,34.5711,126.5989,290.36,86,96,2.38,KR,1684504243
417,qui nhon,13.7667,109.2333,301.41,85,100,2.1,VN,1684504243
418,kavieng,-2.5744,150.7967,301.26,79,94,9.78,PG,1684504243
419,chania,35.5122,24.0156,295.93,64,20,6.17,GR,1684504243
420,alesund,62.4723,6.1549,286.66,77,75,9.77,NO,1684504204
421,caribou,46.8606,-68.012,287.3,50,0,4.63,US,1684504244
422,hami,42.8,93.45,293.56,9,82,6.59,CN,1684504244
423,ksar chellala,35.2122,2.3189,289.91,41,100,10.48,DZ,1684504244
424,manggar,-2.8833,108.2667,300.85,76,95,3.6,ID,1684504244
425,berdigestyakh,62.0989,126.6992,274.89,89,100,2.23,RU,1684504244
426,kudymkar,59.0173,54.656,291.32,34,39,2.68,RU,1684504137
427,fort bragg,35.139,-79.006,290.48,96,100,4.63,US,1684504245
428,newcastle,-32.9272,151.7765,286.32,75,0,4.12,AU,1684504089
429,tarko-sale,64.9225,77.785,286.9,58,68,6.73,RU,1684504245
430,tuy hoa,13.0833,109.3,301.27,80,100,2.3,VN,1684504245
431,kolonia,50.9333,6.95,295.34,36,0,2.57,DE,1684504245
432,tazacorte,28.629,-17.9293,294.69,77,75,6.69,ES,1684504245
433,plettenberg bay,-34.0527,23.3716,288.9,71,55,2.29,ZA,1684504245
434,auki,-8.7676,160.7034,298.95,88,100,2.27,SB,1684504245
435,hays,30.0502,-98.0336,296.83,82,7,2.68,US,1684504246
436,pathein,16.7833,94.7333,300.67,79,2,4.23,MM,1684504246
437,bengkulu,-3.8004,102.2655,298.77,88,100,2.03,ID,1684504246
438,saynshand,44.8824,110.1163,281.43,23,3,12.96,MN,1684504246
439,bayside,40.8424,-124.0637,285.73,94,100,0.0,US,1684504246
440,smithers,54.7804,-127.1743,283.33,87,40,1.54,CA,1684504246
441,veraval,20.9,70.3667,301.99,81,0,7.26,IN,1684504246
442,tobelo,1.7284,128.0095,300.04,82,76,2.33,ID,1684504246
443,glace bay,46.1969,-59.957,288.3,36,20,7.72,CA,1684504247
444,moyale,3.5167,39.0584,299.55,52,25,3.96,KE,1684504247
445,ostersund,63.1792,14.6357,291.82,34,29,4.47,SE,1684504247
446,kenai,60.5544,-151.2583,284.18,50,100,4.63,US,1684504247
447,taltal,-25.4,-70.4833,291.37,72,70,1.46,CL,1684504247
448,fortuna,40.5982,-124.1573,285.18,95,100,0.0,US,1684504247
449,kireyevsk,53.9336,37.9279,288.19,74,97,5.53,RU,1684504247
450,saint-francois,46.4154,3.9054,290.84,50,100,6.17,FR,1684503968
451,ampanihy,-24.7,44.75,297.96,45,33,4.87,MG,1684504247
452,tres palos,18.1833,-101.6167,299.31,55,100,1.34,MX,1684504248
453,san fernando,15.0286,120.6898,303.0,79,100,0.82,PH,1684504248
454,guozhen,34.3659,107.359,296.05,61,2,1.78,CN,1684504248
455,mersa matruh,31.3525,27.2453,294.26,64,0,5.14,EG,1684504248
456,caconda,-13.7333,15.0667,300.65,19,0,4.84,AO,1684504248
457,balqash,46.8481,74.995,292.19,37,100,3.03,KZ,1684504248
458,guatire,10.4762,-66.5427,302.98,57,12,2.04,VE,1684504248
459,baruun-urt,46.6806,113.2792,273.76,88,100,12.98,MN,1684504248
460,huarmey,-10.0681,-78.1522,296.6,75,36,3.85,PE,1684504249
